"Notes"	"Year"	"Year Code"	"Injury Mechanism & All Other Leading Causes"	"Injury Mechanism & All Other Leading Causes Code"	Deaths	Population	Crude Rate
	"2016"	"2016"	"Non-Injury: Inflammatory diseases of female pelvic organs"	"GR113-104"	1	100515951	Unreliable
	"2016"	"2016"	"Non-Injury: Pregnancy with abortive outcome"	"GR113-106"	2	100515951	Unreliable
	"2016"	"2016"	"Non-Injury: Other complications of pregnancy, childbirth and the puerperium"	"GR113-107"	185	100515951	0.2
	"2016"	"2016"	"Non-Injury: Certain conditions originating in the perinatal period"	"GR113-108"	99	100515951	0.1
	"2016"	"2016"	"Non-Injury: Congenital malformations, deformations and chromosomal abnormalities"	"GR113-109"	1170	100515951	1.2
	"2016"	"2016"	"Non-Injury: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"GR113-110"	979	100515951	1.0
	"2016"	"2016"	"Non-Injury: All other diseases (Residual)"	"GR113-111"	3177	100515951	3.2
	"2016"	"2016"	"Non-Injury: Complications of medical and surgical care"	"GR113-135"	66	100515951	0.1
"Total"	"2016"	"2016"			42123	100515951	41.9
	"2017"	"2017"	"Cut/Pierce"	"GRINJ-001"	349	100332552	0.3
	"2017"	"2017"	"Drowning"	"GRINJ-002"	1268	100332552	1.3
	"2017"	"2017"	"Fall"	"GRINJ-003"	461	100332552	0.5
	"2017"	"2017"	"Fire/Flame"	"GRINJ-004"	408	100332552	0.4
	"2017"	"2017"	"Hot object/Substance"	"GRINJ-005"	9	100332552	Unreliable
	"2017"	"2017"	"Firearm"	"GRINJ-006"	8174	100332552	8.1
	"2017"	"2017"	"Machinery"	"GRINJ-007"	54	100332552	0.1
	"2017"	"2017"	"Motor Vehicle Traffic"	"GRINJ-008"	7814	100332552	7.8
	"2017"	"2017"	"Other Pedal cyclist"	"GRINJ-009"	36	100332552	0.0
	"2017"	"2017"	"Other Pedestrian"	"GRINJ-010"	209	100332552	0.2
	"2017"	"2017"	"Other land transport"	"GRINJ-011"	351	100332552	0.3
	"2017"	"2017"	"Other transport"	"GRINJ-012"	126	100332552	0.1
	"2017"	"2017"	"Natural/Environmental"	"GRINJ-013"	114	100332552	0.1
	"2017"	"2017"	"Poisoning"	"GRINJ-015"	5936	100332552	5.9
	"2017"	"2017"	"Struck by or against"	"GRINJ-016"	97	100332552	0.1
	"2017"	"2017"	"Suffocation"	"GRINJ-017"	3033	100332552	3.0
	"2017"	"2017"	"Other specified, classifiable Injury"	"GRINJ-018"	322	100332552	0.3
	"2017"	"2017"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	162	100332552	0.2
	"2017"	"2017"	"Unspecified Injury"	"GRINJ-020"	422	100332552	0.4
	"2017"	"2017"	"Non-Injury: Intestinal infections"	"GR113 001-003"	46	100332552	0.0
	"2017"	"2017"	"Non-Injury: Tuberculosis"	"GR113 005-006"	4	100332552	Unreliable
	"2017"	"2017"	"Non-Injury: Meningococcal infection"	"GR113-009"	8	100332552	Unreliable
	"2017"	"2017"	"Non-Injury: Septicemia"	"GR113-010"	228	100332552	0.2
	"2017"	"2017"	"Non-Injury: Viral hepatitis"	"GR113-015"	2	100332552	Unreliable
	"2017"	"2017"	"Non-Injury: Human immunodeficiency virus (HIV) disease"	"GR113-016"	69	100332552	0.1
	"2017"	"2017"	"Non-Injury: Other and unspecified infectious and parasitic diseases and their sequelae"	"GR113-018"	206	100332552	0.2
	"2017"	"2017"	"Non-Injury: Malignant neoplasms (Cancers)"	"GR113 020-043"	2554	100332552	2.5
	"2017"	"2017"	"Non-Injury: In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior"	"GR113-044"	186	100332552	0.2
	"2017"	"2017"	"Non-Injury: Anemias"	"GR113-045"	117	100332552	0.1
	"2017"	"2017"	"Non-Injury: Diabetes mellitus"	"GR113-046"	288	100332552	0.3
	"2017"	"2017"	"Non-Injury: Nutritional Deficiencies"	"GR113 048-049"	9	100332552	Unreliable
	"2017"	"2017"	"Non-Injury: Meningitis"	"GR113-050"	44	100332552	0.0
	"2017"	"2017"	"Non-Injury: Parkinsons disease"	"GR113-051"	1	100332552	Unreliable
	"2017"	"2017"	"Non-Injury: Diseases of Heart"	"GR113 055-068"	1219	100332552	1.2
	"2017"	"2017"	"Non-Injury: Essential (primary) hypertension and hypertensive renal disease"	"GR113-069"	12	100332552	Unreliable
	"2017"	"2017"	"Non-Injury: Cerebrovascular diseases, including stroke"	"GR113-070"	318	100332552	0.3
	"2017"	"2017"	"Non-Injury: Atherosclerosis"	"GR113-071"	3	100332552	Unreliable
	"2017"	"2017"	"Non-Injury: Other diseases of the circulatory system"	"GR113 073-074"	57	100332552	0.1
	"2017"	"2017"	"Non-Injury: Other disorders of circulatory system"	"GR113-075"	59	100332552	0.1
	"2017"	"2017"	"Non-Injury: Influenza & Pneumonia"	"GR113 077-078"	407	100332552	0.4
	"2017"	"2017"	"Non-Injury: Other acute lower respiratory infections"	"GR113 079"	28	100332552	0.0
	"2017"	"2017"	"Non-Injury: Chronic lower respiratory diseases"	"GR113 082"	353	100332552	0.4
	"2017"	"2017"	"Non-Injury: Pneumonitis due to solids and liquids"	"GR113-088"	60	100332552	0.1
	"2017"	"2017"	"Non-Injury: Other diseases of respiratory system"	"GR113-089"	276	100332552	0.3
	"2017"	"2017"	"Non-Injury: Peptic ulcer"	"GR113-090"	7	100332552	Unreliable
	"2017"	"2017"	"Non-Injury: Diseases of appendix"	"GR113-091"	14	100332552	Unreliable
	"2017"	"2017"	"Non-Injury: Hernia"	"GR113-092"	10	100332552	Unreliable
	"2017"	"2017"	"Non-Injury: Chronic liver disease and cirrhosis"	"GR113 093"	26	100332552	0.0
	"2017"	"2017"	"Non-Injury: Cholelithiasis and other disorders of gallbladder"	"GR113-096"	10	100332552	Unreliable
	"2017"	"2017"	"Non-Injury: Nephritis, nephrotic syndrome and nephrosis"	"GR113 097"	69	100332552	0.1
	"2017"	"2017"	"Non-Injury: Infections of kidney"	"GR113-102"	2	100332552	Unreliable
	"2017"	"2017"	"Non-Injury: Pregnancy with abortive outcome"	"GR113-106"	4	100332552	Unreliable
	"2017"	"2017"	"Non-Injury: Other complications of pregnancy, childbirth and the puerperium"	"GR113-107"	165	100332552	0.2
	"2017"	"2017"	"Non-Injury: Certain conditions originating in the perinatal period"	"GR113-108"	81	100332552	0.1
	"2017"	"2017"	"Non-Injury: Congenital malformations, deformations and chromosomal abnormalities"	"GR113-109"	1158	100332552	1.2
	"2017"	"2017"	"Non-Injury: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"GR113-110"	883	100332552	0.9
	"2017"	"2017"	"Non-Injury: All other diseases (Residual)"	"GR113-111"	3047	100332552	3.0
	"2017"	"2017"	"Non-Injury: Complications of medical and surgical care"	"GR113-135"	101	100332552	0.1
"Total"	"2017"	"2017"			41476	100332552	41.3
	"2018"	"2018"	"Cut/Pierce"	"GRINJ-001"	328	100008036	0.3
	"2018"	"2018"	"Drowning"	"GRINJ-002"	1200	100008036	1.2
	"2018"	"2018"	"Fall"	"GRINJ-003"	416	100008036	0.4
	"2018"	"2018"	"Fire/Flame"	"GRINJ-004"	414	100008036	0.4
	"2018"	"2018"	"Hot object/Substance"	"GRINJ-005"	10	100008036	Unreliable
	"2018"	"2018"	"Firearm"	"GRINJ-006"	7939	100008036	7.9
	"2018"	"2018"	"Machinery"	"GRINJ-007"	57	100008036	0.1
	"2018"	"2018"	"Motor Vehicle Traffic"	"GRINJ-008"	7301	100008036	7.3
	"2018"	"2018"	"Other Pedal cyclist"	"GRINJ-009"	38	100008036	0.0
	"2018"	"2018"	"Other Pedestrian"	"GRINJ-010"	189	100008036	0.2
	"2018"	"2018"	"Other land transport"	"GRINJ-011"	277	100008036	0.3
	"2018"	"2018"	"Other transport"	"GRINJ-012"	91	100008036	0.1
	"2018"	"2018"	"Natural/Environmental"	"GRINJ-013"	115	100008036	0.1
	"2018"	"2018"	"Poisoning"	"GRINJ-015"	5054	100008036	5.1
	"2018"	"2018"	"Struck by or against"	"GRINJ-016"	92	100008036	0.1
	"2018"	"2018"	"Suffocation"	"GRINJ-017"	3005	100008036	3.0
	"2018"	"2018"	"Other specified, classifiable Injury"	"GRINJ-018"	317	100008036	0.3
	"2018"	"2018"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	158	100008036	0.2
	"2018"	"2018"	"Unspecified Injury"	"GRINJ-020"	437	100008036	0.4
	"2018"	"2018"	"Non-Injury: Intestinal infections"	"GR113 001-003"	48	100008036	0.0
	"2018"	"2018"	"Non-Injury: Tuberculosis"	"GR113 005-006"	12	100008036	Unreliable
	"2018"	"2018"	"Non-Injury: Whooping cough"	"GR113-007"	1	100008036	Unreliable
	"2018"	"2018"	"Non-Injury: Meningococcal infection"	"GR113-009"	1	100008036	Unreliable
	"2018"	"2018"	"Non-Injury: Septicemia"	"GR113-010"	215	100008036	0.2
	"2018"	"2018"	"Non-Injury: Syphilis"	"GR113-011"	2	100008036	Unreliable
	"2018"	"2018"	"Non-Injury: Viral hepatitis"	"GR113-015"	3	100008036	Unreliable
	"2018"	"2018"	"Non-Injury: Human immunodeficiency virus (HIV) disease"	"GR113-016"	63	100008036	0.1
	"2018"	"2018"	"Non-Injury: Other and unspecified infectious and parasitic diseases and their sequelae"	"GR113-018"	250	100008036	0.2
	"2018"	"2018"	"Non-Injury: Malignant neoplasms (Cancers)"	"GR113 020-043"	2540	100008036	2.5
	"2018"	"2018"	"Non-Injury: In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior"	"GR113-044"	169	100008036	0.2
	"2018"	"2018"	"Non-Injury: Anemias"	"GR113-045"	104	100008036	0.1
	"2018"	"2018"	"Non-Injury: Diabetes mellitus"	"GR113-046"	282	100008036	0.3
	"2018"	"2018"	"Non-Injury: Nutritional Deficiencies"	"GR113 048-049"	24	100008036	0.0
	"2018"	"2018"	"Non-Injury: Meningitis"	"GR113-050"	35	100008036	0.0
	"2018"	"2018"	"Non-Injury: Parkinsons disease"	"GR113-051"	4	100008036	Unreliable
	"2018"	"2018"	"Non-Injury: Diseases of Heart"	"GR113 055-068"	1189	100008036	1.2
	"2018"	"2018"	"Non-Injury: Essential (primary) hypertension and hypertensive renal disease"	"GR113-069"	13	100008036	Unreliable
	"2018"	"2018"	"Non-Injury: Cerebrovascular diseases, including stroke"	"GR113-070"	279	100008036	0.3
	"2018"	"2018"	"Non-Injury: Atherosclerosis"	"GR113-071"	1	100008036	Unreliable
	"2018"	"2018"	"Non-Injury: Other diseases of the circulatory system"	"GR113 073-074"	62	100008036	0.1
	"2018"	"2018"	"Non-Injury: Other disorders of circulatory system"	"GR113-075"	60	100008036	0.1
	"2018"	"2018"	"Non-Injury: Influenza & Pneumonia"	"GR113 077-078"	444	100008036	0.4
	"2018"	"2018"	"Non-Injury: Other acute lower respiratory infections"	"GR113 079"	32	100008036	0.0
	"2018"	"2018"	"Non-Injury: Chronic lower respiratory diseases"	"GR113 082"	347	100008036	0.3
	"2018"	"2018"	"Non-Injury: Pneumonitis due to solids and liquids"	"GR113-088"	64	100008036	0.1
	"2018"	"2018"	"Non-Injury: Other diseases of respiratory system"	"GR113-089"	321	100008036	0.3
	"2018"	"2018"	"Non-Injury: Peptic ulcer"	"GR113-090"	9	100008036	Unreliable
	"2018"	"2018"	"Non-Injury: Diseases of appendix"	"GR113-091"	17	100008036	Unreliable
	"2018"	"2018"	"Non-Injury: Hernia"	"GR113-092"	7	100008036	Unreliable
	"2018"	"2018"	"Non-Injury: Chronic liver disease and cirrhosis"	"GR113 093"	35	100008036	0.0
	"2018"	"2018"	"Non-Injury: Cholelithiasis and other disorders of gallbladder"	"GR113-096"	10	100008036	Unreliable
	"2018"	"2018"	"Non-Injury: Nephritis, nephrotic syndrome and nephrosis"	"GR113 097"	80	100008036	0.1
	"2018"	"2018"	"Non-Injury: Infections of kidney"	"GR113-102"	6	100008036	Unreliable
	"2018"	"2018"	"Non-Injury: Inflammatory diseases of female pelvic organs"	"GR113-104"	1	100008036	Unreliable
	"2018"	"2018"	"Non-Injury: Pregnancy with abortive outcome"	"GR113-106"	3	100008036	Unreliable
	"2018"	"2018"	"Non-Injury: Other complications of pregnancy, childbirth and the puerperium"	"GR113-107"	149	100008036	0.1
	"2018"	"2018"	"Non-Injury: Certain conditions originating in the perinatal period"	"GR113-108"	105	100008036	0.1
	"2018"	"2018"	"Non-Injury: Congenital malformations, deformations and chromosomal abnormalities"	"GR113-109"	1111	100008036	1.1
	"2018"	"2018"	"Non-Injury: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"GR113-110"	893	100008036	0.9
	"2018"	"2018"	"Non-Injury: All other diseases (Residual)"	"GR113-111"	2908	100008036	2.9
	"2018"	"2018"	"Non-Injury: Complications of medical and surgical care"	"GR113-135"	97	100008036	0.1
"Total"	"2018"	"2018"			39434	100008036	39.4
	"2019"	"2019"	"Cut/Pierce"	"GRINJ-001"	306	99475304	0.3
	"2019"	"2019"	"Drowning"	"GRINJ-002"	1157	99475304	1.2
	"2019"	"2019"	"Fall"	"GRINJ-003"	448	99475304	0.5
	"2019"	"2019"	"Fire/Flame"	"GRINJ-004"	332	99475304	0.3
	"2019"	"2019"	"Hot object/Substance"	"GRINJ-005"	6	99475304	Unreliable
	"2019"	"2019"	"Firearm"	"GRINJ-006"	7935	99475304	8.0
	"2019"	"2019"	"Machinery"	"GRINJ-007"	41	99475304	0.0
	"2019"	"2019"	"Motor Vehicle Traffic"	"GRINJ-008"	6908	99475304	6.9
	"2019"	"2019"	"Other Pedal cyclist"	"GRINJ-009"	39	99475304	0.0
	"2019"	"2019"	"Other Pedestrian"	"GRINJ-010"	193	99475304	0.2
	"2019"	"2019"	"Other land transport"	"GRINJ-011"	309	99475304	0.3
	"2019"	"2019"	"Other transport"	"GRINJ-012"	101	99475304	0.1
	"2019"	"2019"	"Natural/Environmental"	"GRINJ-013"	132	99475304	0.1
	"2019"	"2019"	"Overexertion"	"GRINJ-014"	1	99475304	Unreliable
	"2019"	"2019"	"Poisoning"	"GRINJ-015"	5236	99475304	5.3
	"2019"	"2019"	"Struck by or against"	"GRINJ-016"	90	99475304	0.1
	"2019"	"2019"	"Suffocation"	"GRINJ-017"	2927	99475304	2.9
	"2019"	"2019"	"Other specified, classifiable Injury"	"GRINJ-018"	328	99475304	0.3
	"2019"	"2019"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	175	99475304	0.2
	"2019"	"2019"	"Unspecified Injury"	"GRINJ-020"	332	99475304	0.3
	"2019"	"2019"	"Non-Injury: Intestinal infections"	"GR113 001-003"	36	99475304	0.0
	"2019"	"2019"	"Non-Injury: Tuberculosis"	"GR113 005-006"	8	99475304	Unreliable
	"2019"	"2019"	"Non-Injury: Whooping cough"	"GR113-007"	2	99475304	Unreliable
	"2019"	"2019"	"Non-Injury: Meningococcal infection"	"GR113-009"	8	99475304	Unreliable
	"2019"	"2019"	"Non-Injury: Septicemia"	"GR113-010"	229	99475304	0.2
	"2019"	"2019"	"Non-Injury: Viral hepatitis"	"GR113-015"	8	99475304	Unreliable
	"2019"	"2019"	"Non-Injury: Human immunodeficiency virus (HIV) disease"	"GR113-016"	57	99475304	0.1
	"2019"	"2019"	"Non-Injury: Other and unspecified infectious and parasitic diseases and their sequelae"	"GR113-018"	295	99475304	0.3
	"2019"	"2019"	"Non-Injury: Malignant neoplasms (Cancers)"	"GR113 020-043"	2448	99475304	2.5
	"2019"	"2019"	"Non-Injury: In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior"	"GR113-044"	181	99475304	0.2
	"2019"	"2019"	"Non-Injury: Anemias"	"GR113-045"	107	99475304	0.1
	"2019"	"2019"	"Non-Injury: Diabetes mellitus"	"GR113-046"	276	99475304	0.3
	"2019"	"2019"	"Non-Injury: Nutritional Deficiencies"	"GR113 048-049"	17	99475304	Unreliable
	"2019"	"2019"	"Non-Injury: Meningitis"	"GR113-050"	29	99475304	0.0
	"2019"	"2019"	"Non-Injury: Diseases of Heart"	"GR113 055-068"	1183	99475304	1.2
	"2019"	"2019"	"Non-Injury: Essential (primary) hypertension and hypertensive renal disease"	"GR113-069"	20	99475304	0.0
	"2019"	"2019"	"Non-Injury: Cerebrovascular diseases, including stroke"	"GR113-070"	295	99475304	0.3
	"2019"	"2019"	"Non-Injury: Atherosclerosis"	"GR113-071"	3	99475304	Unreliable
	"2019"	"2019"	"Non-Injury: Other diseases of the circulatory system"	"GR113 073-074"	58	99475304	0.1
	"2019"	"2019"	"Non-Injury: Other disorders of circulatory system"	"GR113-075"	59	99475304	0.1
	"2019"	"2019"	"Non-Injury: Influenza & Pneumonia"	"GR113 077-078"	420	99475304	0.4
	"2019"	"2019"	"Non-Injury: Other acute lower respiratory infections"	"GR113 079"	26	99475304	0.0
	"2019"	"2019"	"Non-Injury: Chronic lower respiratory diseases"	"GR113 082"	355	99475304	0.4
	"2019"	"2019"	"Non-Injury: Pneumoconioses and chemical effects"	"GR113-087"	6	99475304	Unreliable
	"2019"	"2019"	"Non-Injury: Pneumonitis due to solids and liquids"	"GR113-088"	47	99475304	0.0
	"2019"	"2019"	"Non-Injury: Other diseases of respiratory system"	"GR113-089"	305	99475304	0.3
	"2019"	"2019"	"Non-Injury: Peptic ulcer"	"GR113-090"	6	99475304	Unreliable
	"2019"	"2019"	"Non-Injury: Diseases of appendix"	"GR113-091"	11	99475304	Unreliable
	"2019"	"2019"	"Non-Injury: Hernia"	"GR113-092"	12	99475304	Unreliable
	"2019"	"2019"	"Non-Injury: Chronic liver disease and cirrhosis"	"GR113 093"	36	99475304	0.0
	"2019"	"2019"	"Non-Injury: Cholelithiasis and other disorders of gallbladder"	"GR113-096"	3	99475304	Unreliable
	"2019"	"2019"	"Non-Injury: Nephritis, nephrotic syndrome and nephrosis"	"GR113 097"	85	99475304	0.1
	"2019"	"2019"	"Non-Injury: Infections of kidney"	"GR113-102"	8	99475304	Unreliable
	"2019"	"2019"	"Non-Injury: Inflammatory diseases of female pelvic organs"	"GR113-104"	1	99475304	Unreliable
	"2019"	"2019"	"Non-Injury: Pregnancy with abortive outcome"	"GR113-106"	10	99475304	Unreliable
	"2019"	"2019"	"Non-Injury: Other complications of pregnancy, childbirth and the puerperium"	"GR113-107"	142	99475304	0.1
	"2019"	"2019"	"Non-Injury: Certain conditions originating in the perinatal period"	"GR113-108"	99	99475304	0.1
	"2019"	"2019"	"Non-Injury: Congenital malformations, deformations and chromosomal abnormalities"	"GR113-109"	1187	99475304	1.2
	"2019"	"2019"	"Non-Injury: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"GR113-110"	834	99475304	0.8
	"2019"	"2019"	"Non-Injury: All other diseases (Residual)"	"GR113-111"	2919	99475304	2.9
	"2019"	"2019"	"Non-Injury: Complications of medical and surgical care"	"GR113-135"	117	99475304	0.1
"Total"	"2019"	"2019"			38944	99475304	39.1
	"2020 "	"2020"	"Cut/Pierce"	"GRINJ-001"	374	99114100	0.4
	"2020 "	"2020"	"Drowning"	"GRINJ-002"	1301	99114100	1.3
	"2020 "	"2020"	"Fall"	"GRINJ-003"	381	99114100	0.4
	"2020 "	"2020"	"Fire/Flame"	"GRINJ-004"	340	99114100	0.3
	"2020 "	"2020"	"Hot object/Substance"	"GRINJ-005"	5	99114100	Unreliable
	"2020 "	"2020"	"Firearm"	"GRINJ-006"	10186	99114100	10.3
	"2020 "	"2020"	"Machinery"	"GRINJ-007"	36	99114100	0.0
	"2020 "	"2020"	"Motor Vehicle Traffic"	"GRINJ-008"	7820	99114100	7.9
	"2020 "	"2020"	"Other Pedal cyclist"	"GRINJ-009"	40	99114100	0.0
	"2020 "	"2020"	"Other Pedestrian"	"GRINJ-010"	157	99114100	0.2
	"2020 "	"2020"	"Other land transport"	"GRINJ-011"	359	99114100	0.4
	"2020 "	"2020"	"Other transport"	"GRINJ-012"	128	99114100	0.1
	"2020 "	"2020"	"Natural/Environmental"	"GRINJ-013"	134	99114100	0.1
	"2020 "	"2020"	"Overexertion"	"GRINJ-014"	1	99114100	Unreliable
	"2020 "	"2020"	"Poisoning"	"GRINJ-015"	7594	99114100	7.7
	"2020 "	"2020"	"Struck by or against"	"GRINJ-016"	111	99114100	0.1
	"2020 "	"2020"	"Suffocation"	"GRINJ-017"	2640	99114100	2.7
	"2020 "	"2020"	"Other specified, classifiable Injury"	"GRINJ-018"	322	99114100	0.3
	"2020 "	"2020"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	165	99114100	0.2
	"2020 "	"2020"	"Unspecified Injury"	"GRINJ-020"	392	99114100	0.4
	"2020 "	"2020"	"Non-Injury: Intestinal infections"	"GR113 001-003"	32	99114100	0.0
	"2020 "	"2020"	"Non-Injury: Tuberculosis"	"GR113 005-006"	8	99114100	Unreliable
	"2020 "	"2020"	"Non-Injury: Meningococcal infection"	"GR113-009"	5	99114100	Unreliable
	"2020 "	"2020"	"Non-Injury: Septicemia"	"GR113-010"	184	99114100	0.2
	"2020 "	"2020"	"Non-Injury: Viral hepatitis"	"GR113-015"	10	99114100	Unreliable
	"2020 "	"2020"	"Non-Injury: Human immunodeficiency virus (HIV) disease"	"GR113-016"	53	99114100	0.1
	"2020 "	"2020"	"Non-Injury: Other and unspecified infectious and parasitic diseases and their sequelae"	"GR113-018"	799	99114100	0.8
	"2020 "	"2020"	"Non-Injury: Malignant neoplasms (Cancers)"	"GR113 020-043"	2405	99114100	2.4
	"2020 "	"2020"	"Non-Injury: In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior"	"GR113-044"	155	99114100	0.2
	"2020 "	"2020"	"Non-Injury: Anemias"	"GR113-045"	90	99114100	0.1
	"2020 "	"2020"	"Non-Injury: Diabetes mellitus"	"GR113-046"	373	99114100	0.4
	"2020 "	"2020"	"Non-Injury: Nutritional Deficiencies"	"GR113 048-049"	22	99114100	0.0
	"2020 "	"2020"	"Non-Injury: Meningitis"	"GR113-050"	35	99114100	0.0
	"2020 "	"2020"	"Non-Injury: Parkinsons disease"	"GR113-051"	1	99114100	Unreliable
	"2020 "	"2020"	"Non-Injury: Diseases of Heart"	"GR113 055-068"	1149	99114100	1.2
	"2020 "	"2020"	"Non-Injury: Essential (primary) hypertension and hypertensive renal disease"	"GR113-069"	24	99114100	0.0
	"2020 "	"2020"	"Non-Injury: Cerebrovascular diseases, including stroke"	"GR113-070"	319	99114100	0.3
	"2020 "	"2020"	"Non-Injury: Atherosclerosis"	"GR113-071"	3	99114100	Unreliable
	"2020 "	"2020"	"Non-Injury: Other diseases of the circulatory system"	"GR113 073-074"	63	99114100	0.1
	"2020 "	"2020"	"Non-Injury: Other disorders of circulatory system"	"GR113-075"	83	99114100	0.1
	"2020 "	"2020"	"Non-Injury: Influenza & Pneumonia"	"GR113 077-078"	374	99114100	0.4
	"2020 "	"2020"	"Non-Injury: Other acute lower respiratory infections"	"GR113 079"	24	99114100	0.0
	"2020 "	"2020"	"Non-Injury: Chronic lower respiratory diseases"	"GR113 082"	386	99114100	0.4
	"2020 "	"2020"	"Non-Injury: Pneumoconioses and chemical effects"	"GR113-087"	4	99114100	Unreliable
	"2020 "	"2020"	"Non-Injury: Pneumonitis due to solids and liquids"	"GR113-088"	56	99114100	0.1
	"2020 "	"2020"	"Non-Injury: Other diseases of respiratory system"	"GR113-089"	275	99114100	0.3
	"2020 "	"2020"	"Non-Injury: Peptic ulcer"	"GR113-090"	6	99114100	Unreliable
	"2020 "	"2020"	"Non-Injury: Diseases of appendix"	"GR113-091"	12	99114100	Unreliable
	"2020 "	"2020"	"Non-Injury: Hernia"	"GR113-092"	14	99114100	Unreliable
	"2020 "	"2020"	"Non-Injury: Chronic liver disease and cirrhosis"	"GR113 093"	51	99114100	0.1
	"2020 "	"2020"	"Non-Injury: Cholelithiasis and other disorders of gallbladder"	"GR113-096"	7	99114100	Unreliable
	"2020 "	"2020"	"Non-Injury: Nephritis, nephrotic syndrome and nephrosis"	"GR113 097"	90	99114100	0.1
	"2020 "	"2020"	"Non-Injury: Infections of kidney"	"GR113-102"	4	99114100	Unreliable
	"2020 "	"2020"	"Non-Injury: Inflammatory diseases of female pelvic organs"	"GR113-104"	3	99114100	Unreliable
	"2020 "	"2020"	"Non-Injury: Pregnancy with abortive outcome"	"GR113-106"	9	99114100	Unreliable
	"2020 "	"2020"	"Non-Injury: Other complications of pregnancy, childbirth and the puerperium"	"GR113-107"	184	99114100	0.2
	"2020 "	"2020"	"Non-Injury: Certain conditions originating in the perinatal period"	"GR113-108"	94	99114100	0.1
	"2020 "	"2020"	"Non-Injury: Congenital malformations, deformations and chromosomal abnormalities"	"GR113-109"	1087	99114100	1.1
	"2020 "	"2020"	"Non-Injury: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"GR113-110"	948	99114100	1.0
	"2020 "	"2020"	"Non-Injury: All other diseases (Residual)"	"GR113-111"	2945	99114100	3.0
	"2020 "	"2020"	"Non-Injury: Complications of medical and surgical care"	"GR113-135"	96	99114100	0.1
"Total"	"2020 "	"2020"			44968	99114100	45.4
"Total"					926061	2185588402	42.4
"---"
"Dataset: Underlying Cause of Death, 1999-2020"
"Query Parameters:"
"Ten-Year Age Groups: 1-4 years; 5-14 years; 15-24 years"
"Group By: Year; Injury Mechanism & All Other Leading Causes"
"Show Totals: True"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information."
"---"
"Query Date: May 27, 2022 5:22:03 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Mortality 1999-2020 on CDC WONDER Online Database, released in 2021. Data are from the Multiple Cause of Death Files,"
"1999-2020, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative"
"Program. Accessed at http://wonder.cdc.gov/ucd-icd10.html on May 27, 2022 5:22:03 PM"
"---"
Messages:
"1. Rows with zero Deaths are hidden, but the Population values in those rows are included in the totals. Use Quick Options above"
"to show zero rows."
"---"
Caveats:
"1. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#2014-Revision."
"2. Circumstances in Georgia for the years 2008 and 2009 have resulted in unusually high death counts for the ICD-10 cause of"
"death code R99, ""Other ill-defined and unspecified causes of mortality."" Caution should be used in interpreting these data."
"More information: http://wonder.cdc.gov/wonder/help/ucd.html#Georgia-Reporting-Anomalies."
"3. Circumstances in New Jersey for the year 2009 have resulted in unusually high death counts for the ICD-10 cause of death code"
"R99, ""Other ill-defined and unspecified causes of mortality"" and therefore unusually low death counts in other ICD-10 codes,"
"most notably R95, ""Sudden Infant Death Syndrome"" and X40-X49, ""Unintentional poisoning."" Caution should be used in"
"interpreting these data. More information: http://wonder.cdc.gov/wonder/help/ucd.html#New-Jersey-Reporting-Anomalies."
"4. Circumstances in California resulted in unusually high death counts for the ICD-10 cause of death code R99, ""Other"
"ill-defined and unspecified causes of mortality"" for deaths occurring in years 2000 and 2001. Caution should be used in"
"interpreting these data. More information: http://wonder.cdc.gov/wonder/help/ucd.html#California-Reporting-Anomalies."
"5. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Unreliable."
"6. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Not Stated."
"7. The population figures for year 2020 are bridged-race estimates of the July 1 resident population, from the Vintage 2020"
