"Notes"	"Year"	"Year Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Injury Mechanism & All Other Leading Causes"	"Injury Mechanism & All Other Leading Causes Code"	Deaths	Population	Crude Rate
	"2000"	"2000"	"1-4 years"	"1-4"	"Non-Injury: Nephritis, nephrotic syndrome and nephrosis"	"GR113 097"	14	15370150	Unreliable
	"2000"	"2000"	"1-4 years"	"1-4"	"Non-Injury: Infections of kidney"	"GR113-102"	3	15370150	Unreliable
	"2000"	"2000"	"1-4 years"	"1-4"	"Non-Injury: Certain conditions originating in the perinatal period"	"GR113-108"	79	15370150	0.5
	"2000"	"2000"	"1-4 years"	"1-4"	"Non-Injury: Congenital malformations, deformations and chromosomal abnormalities"	"GR113-109"	495	15370150	3.2
	"2000"	"2000"	"1-4 years"	"1-4"	"Non-Injury: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"GR113-110"	248	15370150	1.6
	"2000"	"2000"	"1-4 years"	"1-4"	"Non-Injury: All other diseases (Residual)"	"GR113-111"	609	15370150	4.0
	"2000"	"2000"	"1-4 years"	"1-4"	"Non-Injury: Complications of medical and surgical care"	"GR113-135"	22	15370150	0.1
"Total"	"2000"	"2000"	"1-4 years"	"1-4"			4979	15370150	32.4
	"2000"	"2000"	"5-14 years"	"5-14"	"Cut/Pierce"	"GRINJ-001"	36	41077577	0.1
	"2000"	"2000"	"5-14 years"	"5-14"	"Drowning"	"GRINJ-002"	385	41077577	0.9
	"2000"	"2000"	"5-14 years"	"5-14"	"Fall"	"GRINJ-003"	41	41077577	0.1
	"2000"	"2000"	"5-14 years"	"5-14"	"Fire/Flame"	"GRINJ-004"	292	41077577	0.7
	"2000"	"2000"	"5-14 years"	"5-14"	"Hot object/Substance"	"GRINJ-005"	1	41077577	Unreliable
	"2000"	"2000"	"5-14 years"	"5-14"	"Firearm"	"GRINJ-006"	377	41077577	0.9
	"2000"	"2000"	"5-14 years"	"5-14"	"Machinery"	"GRINJ-007"	12	41077577	Unreliable
	"2000"	"2000"	"5-14 years"	"5-14"	"Motor Vehicle Traffic"	"GRINJ-008"	1647	41077577	4.0
	"2000"	"2000"	"5-14 years"	"5-14"	"Other Pedal cyclist"	"GRINJ-009"	31	41077577	0.1
	"2000"	"2000"	"5-14 years"	"5-14"	"Other Pedestrian"	"GRINJ-010"	69	41077577	0.2
	"2000"	"2000"	"5-14 years"	"5-14"	"Other land transport"	"GRINJ-011"	128	41077577	0.3
	"2000"	"2000"	"5-14 years"	"5-14"	"Other transport"	"GRINJ-012"	44	41077577	0.1
	"2000"	"2000"	"5-14 years"	"5-14"	"Natural/Environmental"	"GRINJ-013"	34	41077577	0.1
	"2000"	"2000"	"5-14 years"	"5-14"	"Poisoning"	"GRINJ-015"	78	41077577	0.2
	"2000"	"2000"	"5-14 years"	"5-14"	"Struck by or against"	"GRINJ-016"	41	41077577	0.1
	"2000"	"2000"	"5-14 years"	"5-14"	"Suffocation"	"GRINJ-017"	344	41077577	0.8
	"2000"	"2000"	"5-14 years"	"5-14"	"Other specified, classifiable Injury"	"GRINJ-018"	42	41077577	0.1
	"2000"	"2000"	"5-14 years"	"5-14"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	56	41077577	0.1
	"2000"	"2000"	"5-14 years"	"5-14"	"Unspecified Injury"	"GRINJ-020"	62	41077577	0.2
	"2000"	"2000"	"5-14 years"	"5-14"	"Non-Injury: Tuberculosis"	"GR113 005-006"	1	41077577	Unreliable
	"2000"	"2000"	"5-14 years"	"5-14"	"Non-Injury: Meningococcal infection"	"GR113-009"	18	41077577	Unreliable
	"2000"	"2000"	"5-14 years"	"5-14"	"Non-Injury: Septicemia"	"GR113-010"	63	41077577	0.2
	"2000"	"2000"	"5-14 years"	"5-14"	"Non-Injury: Viral hepatitis"	"GR113-015"	2	41077577	Unreliable
	"2000"	"2000"	"5-14 years"	"5-14"	"Non-Injury: Human immunodeficiency virus (HIV) disease"	"GR113-016"	46	41077577	0.1
	"2000"	"2000"	"5-14 years"	"5-14"	"Non-Injury: Other and unspecified infectious and parasitic diseases and their sequelae"	"GR113-018"	67	41077577	0.2
	"2000"	"2000"	"5-14 years"	"5-14"	"Non-Injury: Malignant neoplasms (Cancers)"	"GR113 020-043"	1014	41077577	2.5
	"2000"	"2000"	"5-14 years"	"5-14"	"Non-Injury: In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior"	"GR113-044"	99	41077577	0.2
	"2000"	"2000"	"5-14 years"	"5-14"	"Non-Injury: Anemias"	"GR113-045"	52	41077577	0.1
	"2000"	"2000"	"5-14 years"	"5-14"	"Non-Injury: Diabetes mellitus"	"GR113-046"	26	41077577	0.1
	"2000"	"2000"	"5-14 years"	"5-14"	"Non-Injury: Nutritional Deficiencies"	"GR113 048-049"	5	41077577	Unreliable
	"2000"	"2000"	"5-14 years"	"5-14"	"Non-Injury: Meningitis"	"GR113-050"	30	41077577	0.1
	"2000"	"2000"	"5-14 years"	"5-14"	"Non-Injury: Diseases of Heart"	"GR113 055-068"	271	41077577	0.7
	"2000"	"2000"	"5-14 years"	"5-14"	"Non-Injury: Essential (primary) hypertension and hypertensive renal disease"	"GR113-069"	4	41077577	Unreliable
	"2000"	"2000"	"5-14 years"	"5-14"	"Non-Injury: Cerebrovascular diseases, including stroke"	"GR113-070"	76	41077577	0.2
	"2000"	"2000"	"5-14 years"	"5-14"	"Non-Injury: Other diseases of the circulatory system"	"GR113 073-074"	11	41077577	Unreliable
	"2000"	"2000"	"5-14 years"	"5-14"	"Non-Injury: Other disorders of circulatory system"	"GR113-075"	12	41077577	Unreliable
	"2000"	"2000"	"5-14 years"	"5-14"	"Non-Injury: Influenza & Pneumonia"	"GR113 077-078"	87	41077577	0.2
	"2000"	"2000"	"5-14 years"	"5-14"	"Non-Injury: Other acute lower respiratory infections"	"GR113 079"	7	41077577	Unreliable
	"2000"	"2000"	"5-14 years"	"5-14"	"Non-Injury: Chronic lower respiratory diseases"	"GR113 082"	139	41077577	0.3
	"2000"	"2000"	"5-14 years"	"5-14"	"Non-Injury: Pneumonitis due to solids and liquids"	"GR113-088"	13	41077577	Unreliable
	"2000"	"2000"	"5-14 years"	"5-14"	"Non-Injury: Other diseases of respiratory system"	"GR113-089"	74	41077577	0.2
	"2000"	"2000"	"5-14 years"	"5-14"	"Non-Injury: Diseases of appendix"	"GR113-091"	15	41077577	Unreliable
	"2000"	"2000"	"5-14 years"	"5-14"	"Non-Injury: Hernia"	"GR113-092"	3	41077577	Unreliable
	"2000"	"2000"	"5-14 years"	"5-14"	"Non-Injury: Chronic liver disease and cirrhosis"	"GR113 093"	3	41077577	Unreliable
	"2000"	"2000"	"5-14 years"	"5-14"	"Non-Injury: Cholelithiasis and other disorders of gallbladder"	"GR113-096"	2	41077577	Unreliable
	"2000"	"2000"	"5-14 years"	"5-14"	"Non-Injury: Nephritis, nephrotic syndrome and nephrosis"	"GR113 097"	25	41077577	0.1
	"2000"	"2000"	"5-14 years"	"5-14"	"Non-Injury: Inflammatory diseases of female pelvic organs"	"GR113-104"	1	41077577	Unreliable
	"2000"	"2000"	"5-14 years"	"5-14"	"Non-Injury: Certain conditions originating in the perinatal period"	"GR113-108"	41	41077577	0.1
	"2000"	"2000"	"5-14 years"	"5-14"	"Non-Injury: Congenital malformations, deformations and chromosomal abnormalities"	"GR113-109"	399	41077577	1.0
	"2000"	"2000"	"5-14 years"	"5-14"	"Non-Injury: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"GR113-110"	177	41077577	0.4
	"2000"	"2000"	"5-14 years"	"5-14"	"Non-Injury: All other diseases (Residual)"	"GR113-111"	879	41077577	2.1
	"2000"	"2000"	"5-14 years"	"5-14"	"Non-Injury: Complications of medical and surgical care"	"GR113-135"	31	41077577	0.1
"Total"	"2000"	"2000"	"5-14 years"	"5-14"			7413	41077577	18.0
	"2000"	"2000"	"15-24 years"	"15-24"	"Cut/Pierce"	"GRINJ-001"	431	39183891	1.1
	"2000"	"2000"	"15-24 years"	"15-24"	"Drowning"	"GRINJ-002"	715	39183891	1.8
	"2000"	"2000"	"15-24 years"	"15-24"	"Fall"	"GRINJ-003"	351	39183891	0.9
	"2000"	"2000"	"15-24 years"	"15-24"	"Fire/Flame"	"GRINJ-004"	237	39183891	0.6
	"2000"	"2000"	"15-24 years"	"15-24"	"Hot object/Substance"	"GRINJ-005"	1	39183891	Unreliable
	"2000"	"2000"	"15-24 years"	"15-24"	"Firearm"	"GRINJ-006"	6575	39183891	16.8
	"2000"	"2000"	"15-24 years"	"15-24"	"Machinery"	"GRINJ-007"	62	39183891	0.2
	"2000"	"2000"	"15-24 years"	"15-24"	"Motor Vehicle Traffic"	"GRINJ-008"	10323	39183891	26.3
	"2000"	"2000"	"15-24 years"	"15-24"	"Other Pedal cyclist"	"GRINJ-009"	26	39183891	0.1
	"2000"	"2000"	"15-24 years"	"15-24"	"Other Pedestrian"	"GRINJ-010"	175	39183891	0.4
	"2000"	"2000"	"15-24 years"	"15-24"	"Other land transport"	"GRINJ-011"	334	39183891	0.9
	"2000"	"2000"	"15-24 years"	"15-24"	"Other transport"	"GRINJ-012"	187	39183891	0.5
	"2000"	"2000"	"15-24 years"	"15-24"	"Natural/Environmental"	"GRINJ-013"	65	39183891	0.2
	"2000"	"2000"	"15-24 years"	"15-24"	"Overexertion"	"GRINJ-014"	2	39183891	Unreliable
	"2000"	"2000"	"15-24 years"	"15-24"	"Poisoning"	"GRINJ-015"	1667	39183891	4.3
	"2000"	"2000"	"15-24 years"	"15-24"	"Struck by or against"	"GRINJ-016"	147	39183891	0.4
	"2000"	"2000"	"15-24 years"	"15-24"	"Suffocation"	"GRINJ-017"	1410	39183891	3.6
	"2000"	"2000"	"15-24 years"	"15-24"	"Other specified, classifiable Injury"	"GRINJ-018"	236	39183891	0.6
	"2000"	"2000"	"15-24 years"	"15-24"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	191	39183891	0.5
	"2000"	"2000"	"15-24 years"	"15-24"	"Unspecified Injury"	"GRINJ-020"	354	39183891	0.9
	"2000"	"2000"	"15-24 years"	"15-24"	"Non-Injury: Intestinal infections"	"GR113 001-003"	2	39183891	Unreliable
	"2000"	"2000"	"15-24 years"	"15-24"	"Non-Injury: Tuberculosis"	"GR113 005-006"	11	39183891	Unreliable
	"2000"	"2000"	"15-24 years"	"15-24"	"Non-Injury: Meningococcal infection"	"GR113-009"	56	39183891	0.1
	"2000"	"2000"	"15-24 years"	"15-24"	"Non-Injury: Septicemia"	"GR113-010"	100	39183891	0.3
	"2000"	"2000"	"15-24 years"	"15-24"	"Non-Injury: Viral hepatitis"	"GR113-015"	18	39183891	Unreliable
	"2000"	"2000"	"15-24 years"	"15-24"	"Non-Injury: Human immunodeficiency virus (HIV) disease"	"GR113-016"	179	39183891	0.5
	"2000"	"2000"	"15-24 years"	"15-24"	"Non-Injury: Malaria"	"GR113-017"	1	39183891	Unreliable
	"2000"	"2000"	"15-24 years"	"15-24"	"Non-Injury: Other and unspecified infectious and parasitic diseases and their sequelae"	"GR113-018"	96	39183891	0.2
	"2000"	"2000"	"15-24 years"	"15-24"	"Non-Injury: Malignant neoplasms (Cancers)"	"GR113 020-043"	1713	39183891	4.4
	"2000"	"2000"	"15-24 years"	"15-24"	"Non-Injury: In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior"	"GR113-044"	95	39183891	0.2
	"2000"	"2000"	"15-24 years"	"15-24"	"Non-Injury: Anemias"	"GR113-045"	85	39183891	0.2
	"2000"	"2000"	"15-24 years"	"15-24"	"Non-Injury: Diabetes mellitus"	"GR113-046"	162	39183891	0.4
	"2000"	"2000"	"15-24 years"	"15-24"	"Non-Injury: Nutritional Deficiencies"	"GR113 048-049"	10	39183891	Unreliable
	"2000"	"2000"	"15-24 years"	"15-24"	"Non-Injury: Meningitis"	"GR113-050"	15	39183891	Unreliable
	"2000"	"2000"	"15-24 years"	"15-24"	"Non-Injury: Diseases of Heart"	"GR113 055-068"	1031	39183891	2.6
	"2000"	"2000"	"15-24 years"	"15-24"	"Non-Injury: Essential (primary) hypertension and hypertensive renal disease"	"GR113-069"	17	39183891	Unreliable
	"2000"	"2000"	"15-24 years"	"15-24"	"Non-Injury: Cerebrovascular diseases, including stroke"	"GR113-070"	199	39183891	0.5
	"2000"	"2000"	"15-24 years"	"15-24"	"Non-Injury: Atherosclerosis"	"GR113-071"	3	39183891	Unreliable
	"2000"	"2000"	"15-24 years"	"15-24"	"Non-Injury: Other diseases of the circulatory system"	"GR113 073-074"	59	39183891	0.2
	"2000"	"2000"	"15-24 years"	"15-24"	"Non-Injury: Other disorders of circulatory system"	"GR113-075"	37	39183891	0.1
	"2000"	"2000"	"15-24 years"	"15-24"	"Non-Injury: Influenza & Pneumonia"	"GR113 077-078"	189	39183891	0.5
	"2000"	"2000"	"15-24 years"	"15-24"	"Non-Injury: Other acute lower respiratory infections"	"GR113 079"	5	39183891	Unreliable
	"2000"	"2000"	"15-24 years"	"15-24"	"Non-Injury: Chronic lower respiratory diseases"	"GR113 082"	190	39183891	0.5
	"2000"	"2000"	"15-24 years"	"15-24"	"Non-Injury: Pneumonitis due to solids and liquids"	"GR113-088"	37	39183891	0.1
	"2000"	"2000"	"15-24 years"	"15-24"	"Non-Injury: Other diseases of respiratory system"	"GR113-089"	131	39183891	0.3
	"2000"	"2000"	"15-24 years"	"15-24"	"Non-Injury: Peptic ulcer"	"GR113-090"	9	39183891	Unreliable
	"2000"	"2000"	"15-24 years"	"15-24"	"Non-Injury: Diseases of appendix"	"GR113-091"	11	39183891	Unreliable
	"2000"	"2000"	"15-24 years"	"15-24"	"Non-Injury: Hernia"	"GR113-092"	5	39183891	Unreliable
	"2000"	"2000"	"15-24 years"	"15-24"	"Non-Injury: Chronic liver disease and cirrhosis"	"GR113 093"	36	39183891	0.1
	"2000"	"2000"	"15-24 years"	"15-24"	"Non-Injury: Cholelithiasis and other disorders of gallbladder"	"GR113-096"	9	39183891	Unreliable
	"2000"	"2000"	"15-24 years"	"15-24"	"Non-Injury: Nephritis, nephrotic syndrome and nephrosis"	"GR113 097"	88	39183891	0.2
	"2000"	"2000"	"15-24 years"	"15-24"	"Non-Injury: Infections of kidney"	"GR113-102"	2	39183891	Unreliable
	"2000"	"2000"	"15-24 years"	"15-24"	"Non-Injury: Inflammatory diseases of female pelvic organs"	"GR113-104"	2	39183891	Unreliable
	"2000"	"2000"	"15-24 years"	"15-24"	"Non-Injury: Pregnancy with abortive outcome"	"GR113-106"	6	39183891	Unreliable
	"2000"	"2000"	"15-24 years"	"15-24"	"Non-Injury: Other complications of pregnancy, childbirth and the puerperium"	"GR113-107"	89	39183891	0.2
	"2000"	"2000"	"15-24 years"	"15-24"	"Non-Injury: Certain conditions originating in the perinatal period"	"GR113-108"	15	39183891	Unreliable
	"2000"	"2000"	"15-24 years"	"15-24"	"Non-Injury: Congenital malformations, deformations and chromosomal abnormalities"	"GR113-109"	441	39183891	1.1
	"2000"	"2000"	"15-24 years"	"15-24"	"Non-Injury: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"GR113-110"	868	39183891	2.2
	"2000"	"2000"	"15-24 years"	"15-24"	"Non-Injury: All other diseases (Residual)"	"GR113-111"	1764	39183891	4.5
	"2000"	"2000"	"15-24 years"	"15-24"	"Non-Injury: Complications of medical and surgical care"	"GR113-135"	32	39183891	0.1
"Total"	"2000"	"2000"	"15-24 years"	"15-24"			31307	39183891	79.9
"Total"	"2000"	"2000"					43699	95631618	45.7
	"2001"	"2001"	"1-4 years"	"1-4"	"Cut/Pierce"	"GRINJ-001"	14	15285559	Unreliable
	"2001"	"2001"	"1-4 years"	"1-4"	"Drowning"	"GRINJ-002"	481	15285559	3.1
	"2001"	"2001"	"1-4 years"	"1-4"	"Fall"	"GRINJ-003"	33	15285559	0.2
	"2001"	"2001"	"1-4 years"	"1-4"	"Fire/Flame"	"GRINJ-004"	255	15285559	1.7
	"2001"	"2001"	"1-4 years"	"1-4"	"Hot object/Substance"	"GRINJ-005"	7	15285559	Unreliable
	"2001"	"2001"	"1-4 years"	"1-4"	"Firearm"	"GRINJ-006"	70	15285559	0.5
	"2001"	"2001"	"1-4 years"	"1-4"	"Machinery"	"GRINJ-007"	9	15285559	Unreliable
	"2001"	"2001"	"1-4 years"	"1-4"	"Motor Vehicle Traffic"	"GRINJ-008"	558	15285559	3.7
	"2001"	"2001"	"1-4 years"	"1-4"	"Other Pedal cyclist"	"GRINJ-009"	2	15285559	Unreliable
	"2001"	"2001"	"1-4 years"	"1-4"	"Other Pedestrian"	"GRINJ-010"	81	15285559	0.5
	"2001"	"2001"	"1-4 years"	"1-4"	"Other land transport"	"GRINJ-011"	15	15285559	Unreliable
	"2001"	"2001"	"1-4 years"	"1-4"	"Other transport"	"GRINJ-012"	22	15285559	0.1
	"2001"	"2001"	"1-4 years"	"1-4"	"Natural/Environmental"	"GRINJ-013"	42	15285559	0.3
	"2001"	"2001"	"1-4 years"	"1-4"	"Poisoning"	"GRINJ-015"	41	15285559	0.3
	"2001"	"2001"	"1-4 years"	"1-4"	"Struck by or against"	"GRINJ-016"	42	15285559	0.3
	"2001"	"2001"	"1-4 years"	"1-4"	"Suffocation"	"GRINJ-017"	163	15285559	1.1
	"2001"	"2001"	"1-4 years"	"1-4"	"Other specified, classifiable Injury"	"GRINJ-018"	103	15285559	0.7
	"2001"	"2001"	"1-4 years"	"1-4"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	61	15285559	0.4
	"2001"	"2001"	"1-4 years"	"1-4"	"Unspecified Injury"	"GRINJ-020"	174	15285559	1.1
	"2001"	"2001"	"1-4 years"	"1-4"	"Non-Injury: Intestinal infections"	"GR113 001-003"	19	15285559	Unreliable
	"2001"	"2001"	"1-4 years"	"1-4"	"Non-Injury: Tuberculosis"	"GR113 005-006"	1	15285559	Unreliable
	"2001"	"2001"	"1-4 years"	"1-4"	"Non-Injury: Whooping cough"	"GR113-007"	1	15285559	Unreliable
	"2001"	"2001"	"1-4 years"	"1-4"	"Non-Injury: Meningococcal infection"	"GR113-009"	19	15285559	Unreliable
	"2001"	"2001"	"1-4 years"	"1-4"	"Non-Injury: Septicemia"	"GR113-010"	108	15285559	0.7
	"2001"	"2001"	"1-4 years"	"1-4"	"Non-Injury: Human immunodeficiency virus (HIV) disease"	"GR113-016"	13	15285559	Unreliable
	"2001"	"2001"	"1-4 years"	"1-4"	"Non-Injury: Other and unspecified infectious and parasitic diseases and their sequelae"	"GR113-018"	64	15285559	0.4
	"2001"	"2001"	"1-4 years"	"1-4"	"Non-Injury: Malignant neoplasms (Cancers)"	"GR113 020-043"	420	15285559	2.7
	"2001"	"2001"	"1-4 years"	"1-4"	"Non-Injury: In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior"	"GR113-044"	58	15285559	0.4
	"2001"	"2001"	"1-4 years"	"1-4"	"Non-Injury: Anemias"	"GR113-045"	22	15285559	0.1
	"2001"	"2001"	"1-4 years"	"1-4"	"Non-Injury: Diabetes mellitus"	"GR113-046"	6	15285559	Unreliable
	"2001"	"2001"	"1-4 years"	"1-4"	"Non-Injury: Nutritional Deficiencies"	"GR113 048-049"	4	15285559	Unreliable
	"2001"	"2001"	"1-4 years"	"1-4"	"Non-Injury: Meningitis"	"GR113-050"	26	15285559	0.2
	"2001"	"2001"	"1-4 years"	"1-4"	"Non-Injury: Diseases of Heart"	"GR113 055-068"	225	15285559	1.5
	"2001"	"2001"	"1-4 years"	"1-4"	"Non-Injury: Essential (primary) hypertension and hypertensive renal disease"	"GR113-069"	1	15285559	Unreliable
	"2001"	"2001"	"1-4 years"	"1-4"	"Non-Injury: Cerebrovascular diseases, including stroke"	"GR113-070"	54	15285559	0.4
	"2001"	"2001"	"1-4 years"	"1-4"	"Non-Injury: Atherosclerosis"	"GR113-071"	1	15285559	Unreliable
	"2001"	"2001"	"1-4 years"	"1-4"	"Non-Injury: Other diseases of the circulatory system"	"GR113 073-074"	4	15285559	Unreliable
	"2001"	"2001"	"1-4 years"	"1-4"	"Non-Injury: Other disorders of circulatory system"	"GR113-075"	5	15285559	Unreliable
	"2001"	"2001"	"1-4 years"	"1-4"	"Non-Injury: Influenza & Pneumonia"	"GR113 077-078"	112	15285559	0.7
	"2001"	"2001"	"1-4 years"	"1-4"	"Non-Injury: Other acute lower respiratory infections"	"GR113 079"	18	15285559	Unreliable
	"2001"	"2001"	"1-4 years"	"1-4"	"Non-Injury: Chronic lower respiratory diseases"	"GR113 082"	43	15285559	0.3
	"2001"	"2001"	"1-4 years"	"1-4"	"Non-Injury: Pneumoconioses and chemical effects"	"GR113-087"	1	15285559	Unreliable
	"2001"	"2001"	"1-4 years"	"1-4"	"Non-Injury: Pneumonitis due to solids and liquids"	"GR113-088"	14	15285559	Unreliable
	"2001"	"2001"	"1-4 years"	"1-4"	"Non-Injury: Other diseases of respiratory system"	"GR113-089"	93	15285559	0.6
	"2001"	"2001"	"1-4 years"	"1-4"	"Non-Injury: Peptic ulcer"	"GR113-090"	1	15285559	Unreliable
	"2001"	"2001"	"1-4 years"	"1-4"	"Non-Injury: Diseases of appendix"	"GR113-091"	8	15285559	Unreliable
	"2001"	"2001"	"1-4 years"	"1-4"	"Non-Injury: Hernia"	"GR113-092"	2	15285559	Unreliable
	"2001"	"2001"	"1-4 years"	"1-4"	"Non-Injury: Nephritis, nephrotic syndrome and nephrosis"	"GR113 097"	16	15285559	Unreliable
	"2001"	"2001"	"1-4 years"	"1-4"	"Non-Injury: Infections of kidney"	"GR113-102"	4	15285559	Unreliable
	"2001"	"2001"	"1-4 years"	"1-4"	"Non-Injury: Certain conditions originating in the perinatal period"	"GR113-108"	72	15285559	0.5
	"2001"	"2001"	"1-4 years"	"1-4"	"Non-Injury: Congenital malformations, deformations and chromosomal abnormalities"	"GR113-109"	557	15285559	3.6
	"2001"	"2001"	"1-4 years"	"1-4"	"Non-Injury: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"GR113-110"	272	15285559	1.8
	"2001"	"2001"	"1-4 years"	"1-4"	"Non-Injury: All other diseases (Residual)"	"GR113-111"	646	15285559	4.2
	"2001"	"2001"	"1-4 years"	"1-4"	"Non-Injury: Complications of medical and surgical care"	"GR113-135"	24	15285559	0.2
"Total"	"2001"	"2001"	"1-4 years"	"1-4"			5107	15285559	33.4
	"2001"	"2001"	"5-14 years"	"5-14"	"Cut/Pierce"	"GRINJ-001"	26	41152040	0.1
	"2001"	"2001"	"5-14 years"	"5-14"	"Drowning"	"GRINJ-002"	347	41152040	0.8
	"2001"	"2001"	"5-14 years"	"5-14"	"Fall"	"GRINJ-003"	71	41152040	0.2
	"2001"	"2001"	"5-14 years"	"5-14"	"Fire/Flame"	"GRINJ-004"	272	41152040	0.7
	"2001"	"2001"	"5-14 years"	"5-14"	"Firearm"	"GRINJ-006"	333	41152040	0.8
	"2001"	"2001"	"5-14 years"	"5-14"	"Machinery"	"GRINJ-007"	15	41152040	Unreliable
	"2001"	"2001"	"5-14 years"	"5-14"	"Motor Vehicle Traffic"	"GRINJ-008"	1544	41152040	3.8
	"2001"	"2001"	"5-14 years"	"5-14"	"Other Pedal cyclist"	"GRINJ-009"	27	41152040	0.1
	"2001"	"2001"	"5-14 years"	"5-14"	"Other Pedestrian"	"GRINJ-010"	64	41152040	0.2
	"2001"	"2001"	"5-14 years"	"5-14"	"Other land transport"	"GRINJ-011"	136	41152040	0.3
	"2001"	"2001"	"5-14 years"	"5-14"	"Other transport"	"GRINJ-012"	53	41152040	0.1
	"2001"	"2001"	"5-14 years"	"5-14"	"Natural/Environmental"	"GRINJ-013"	31	41152040	0.1
	"2001"	"2001"	"5-14 years"	"5-14"	"Poisoning"	"GRINJ-015"	77	41152040	0.2
	"2001"	"2001"	"5-14 years"	"5-14"	"Struck by or against"	"GRINJ-016"	36	41152040	0.1
	"2001"	"2001"	"5-14 years"	"5-14"	"Suffocation"	"GRINJ-017"	316	41152040	0.8
	"2001"	"2001"	"5-14 years"	"5-14"	"Other specified, classifiable Injury"	"GRINJ-018"	45	41152040	0.1
	"2001"	"2001"	"5-14 years"	"5-14"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	36	41152040	0.1
	"2001"	"2001"	"5-14 years"	"5-14"	"Unspecified Injury"	"GRINJ-020"	63	41152040	0.2
	"2001"	"2001"	"5-14 years"	"5-14"	"Non-Injury: Intestinal infections"	"GR113 001-003"	5	41152040	Unreliable
	"2001"	"2001"	"5-14 years"	"5-14"	"Non-Injury: Scarlet fever and erysipelas"	"GR113-008"	1	41152040	Unreliable
	"2001"	"2001"	"5-14 years"	"5-14"	"Non-Injury: Meningococcal infection"	"GR113-009"	26	41152040	0.1
	"2001"	"2001"	"5-14 years"	"5-14"	"Non-Injury: Septicemia"	"GR113-010"	69	41152040	0.2
	"2001"	"2001"	"5-14 years"	"5-14"	"Non-Injury: Syphilis"	"GR113-011"	1	41152040	Unreliable
	"2001"	"2001"	"5-14 years"	"5-14"	"Non-Injury: Viral hepatitis"	"GR113-015"	3	41152040	Unreliable
	"2001"	"2001"	"5-14 years"	"5-14"	"Non-Injury: Human immunodeficiency virus (HIV) disease"	"GR113-016"	38	41152040	0.1
	"2001"	"2001"	"5-14 years"	"5-14"	"Non-Injury: Malaria"	"GR113-017"	1	41152040	Unreliable
	"2001"	"2001"	"5-14 years"	"5-14"	"Non-Injury: Other and unspecified infectious and parasitic diseases and their sequelae"	"GR113-018"	64	41152040	0.2
	"2001"	"2001"	"5-14 years"	"5-14"	"Non-Injury: Malignant neoplasms (Cancers)"	"GR113 020-043"	1008	41152040	2.4
	"2001"	"2001"	"5-14 years"	"5-14"	"Non-Injury: In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior"	"GR113-044"	105	41152040	0.3
	"2001"	"2001"	"5-14 years"	"5-14"	"Non-Injury: Anemias"	"GR113-045"	55	41152040	0.1
	"2001"	"2001"	"5-14 years"	"5-14"	"Non-Injury: Diabetes mellitus"	"GR113-046"	39	41152040	0.1
	"2001"	"2001"	"5-14 years"	"5-14"	"Non-Injury: Nutritional Deficiencies"	"GR113 048-049"	2	41152040	Unreliable
